Time_Index,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,MA_battery,CT_battery,ME_battery,MA_utilitypv_class1_moderate,CT_utilitypv_class1_moderate,ME_utilitypv_class1_moderate,MA_landbasedwind_class1_moderate,CT_landbasedwind_class1_moderate,ME_landbasedwind_class1_moderate
848,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
849,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
850,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
851,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
852,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
853,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
854,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
855,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
856,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
857,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
858,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
859,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
860,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
861,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
862,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
863,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
864,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
865,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
866,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
867,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
868,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
869,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
870,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
871,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
872,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
873,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
874,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
875,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
876,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
877,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
878,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
879,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
880,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
881,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
882,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
883,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
884,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
885,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
886,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
887,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
888,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
889,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
890,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
891,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
892,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
893,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
894,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
895,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
896,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
897,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
898,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
899,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
900,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
901,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
902,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
903,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
904,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
905,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
906,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
907,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
908,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
909,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
910,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
911,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
912,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
913,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
914,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
915,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
916,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
917,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
918,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
919,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
920,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
921,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
922,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
923,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
924,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
925,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
926,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
927,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
928,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
929,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
930,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
931,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
932,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
933,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
934,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
935,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
936,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
937,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
938,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
939,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
940,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
941,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
942,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
943,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
944,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
945,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
946,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
947,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
948,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
949,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
950,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
951,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
952,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
953,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
954,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
955,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
956,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
957,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
958,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
959,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
960,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
961,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
962,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
963,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
964,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
965,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
966,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
967,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
968,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
969,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
970,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
971,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
972,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
973,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
974,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
975,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
976,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
977,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
978,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
979,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
980,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
981,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
982,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
983,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
984,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
985,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
986,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
987,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
988,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
989,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
990,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
991,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
992,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
993,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
994,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
995,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
996,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
997,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
998,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
999,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
1000,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
1001,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
1002,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
1003,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
1004,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
1005,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
1006,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
1007,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
1008,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
1009,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
1010,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
1011,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
1012,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
1013,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
1014,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
1015,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
1016,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
1017,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
1018,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
1019,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
1020,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
1021,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
1022,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
1023,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
1024,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
1025,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
1026,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
1027,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
1028,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
1029,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
1030,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
1031,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
1032,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
1033,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
1034,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
1035,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
1036,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
1037,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
1038,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
1039,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
1040,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
1041,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
1042,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
1043,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
1044,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
1045,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
1046,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
1047,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
1048,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
1049,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
1050,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
1051,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
1052,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
1053,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
1054,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
1055,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
1056,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
1057,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
1058,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
1059,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
1060,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
1061,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
1062,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
1063,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
1064,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
1065,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
1066,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
1067,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
1068,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
1069,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
1070,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
1071,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
1072,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
1073,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
1074,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
1075,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
1076,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
1077,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
1078,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
1079,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
1080,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
1081,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
1082,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
1083,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
1084,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
1085,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
1086,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
1087,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
1088,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
1089,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
1090,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
1091,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
1092,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
1093,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
1094,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
1095,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
1096,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
1097,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
1098,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
1099,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
1100,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
1101,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
1102,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
1103,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
1104,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
1105,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
1106,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
1107,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
1108,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
1109,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
1110,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
1111,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
1112,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
1113,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
1114,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
1115,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
1116,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
1117,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
1118,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
1119,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
1120,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
1121,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
1122,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
1123,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
1124,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
1125,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
1126,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
1127,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
