,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t158,14969.581677680522,3.2404470953331367e-7,-7.123984961053068e-7,0.0,-0.0,-2.3813720526555933e-9,-3.5052059448836978e-9,797.0371739970185,-18.61885128325473,-15748.0,12272.87017115159,3.185527655305986e-7,-6.812269215649843e-7,0.0,-0.0,-2.380308870636414e-9,-3.5051759178544863e-9,10048.014601533745,-267.8847723167497,-22053.0,18455.163357536247,3.930118176278054e-7,-6.544596236975912e-7,0.0,-0.0,-2.3845153506116894e-9,-3.5047335576950148e-9,-7367.824865484156,-162.3384917845697,-10925.0,32879.11735240076,3.3438392777680366e-7,-7.202652266079354e-7,0.0,-0.0,-2.3819464014490584e-9,-3.5043659468431714e-9,-5361.670960781981,-158.44639122694886,-27359.0,21017.587471984996,4.15689702951688e-7,-5.41320519207514e-7,0.0,-0.0,-2.3830687166275576e-9,-3.5047551203849e-9,-1357.2089556356407,-145.37851621772606,-19515.0,9876.6335041664,2.983312008774674e-7,-8.082406339977796e-7,0.0,-0.0,-2.3831132275138394e-9,-3.5046148629934096e-9,3241.6530063710147,-62.28651002160875,-13056.0
t159,15466.467737336288,6.893162060962465e-7,-2.5758639581040255e-7,0.0,-0.0,-2.371090257049604e-9,-3.5052244327914737e-9,1524.671074787089,-122.1388125492071,-16869.0,13645.53189676322,6.712272720963032e-7,-2.480099586521253e-7,0.0,-0.0,-2.369361082053507e-9,-3.5051182903805093e-9,10148.051369620891,-262.5832668014323,-23531.0,18852.826752138535,0.00033118477143456406,-1.514223491868247e-7,0.0,-0.0,-2.375197659360965e-9,-3.5046873934505678e-9,-7633.285384828046,-167.54169833778502,-11052.0,31219.717293081765,5.971998549114214e-7,-2.7777828620423846e-7,0.0,-0.0,-2.371510277480436e-9,-3.5043161707173946e-9,-2985.3494454881857,-105.36784790706643,-28129.0,23645.691753162446,5.978767360676903e-5,-1.1825234254007596e-7,0.0,-0.0,-2.3733600842106745e-9,-3.504712002493928e-9,-3889.881626806464,-236.81018601939974,-19519.0,10223.694133898889,1.517975300368203e-5,-1.564386337577046e-7,0.0,-0.0,-2.373410769098268e-9,-3.504574039994362e-9,2835.794012714715,-54.48816163089786,-13005.0
t160,15943.067885029262,3.345477462717961e-7,-3.8793110676624876e-7,0.0,-0.0,-2.3710571319117014e-9,-3.5052836352540055e-9,1846.0884926577435,-120.15637762771169,-17669.0,18128.739962356307,3.238367216302046e-7,-3.739647401165399e-7,0.0,-0.0,-2.3693319263973743e-9,-3.505156065240049e-9,6978.3414951197465,-193.08145742004996,-24914.0,17400.716674136595,2.0722515689172218e-7,-5.787954633262283e-5,0.0,-0.0,-2.3850989063880318e-9,-3.504724954904955e-9,-6076.380638556729,-149.33597790147664,-11175.0,27984.372432695654,2.8220002175914973e-7,-4.947855021523223e-7,0.0,-0.0,-2.3714851408162766e-9,-3.5043117232831982e-9,612.5700102237696,-55.94244270091243,-28541.0,26709.958196845208,1.9299203370152706e-7,-1.1094027172046406e-5,0.0,-0.0,-2.386249077846239e-9,-3.504754696935784e-9,-6846.619354761994,-195.33883117617216,-19668.0,9838.84777776371,1.9195373269873466e-7,-7.723551236663936e-6,0.0,-0.0,-2.3830909385594235e-9,-3.504614755684529e-9,3485.999995317464,-95.84776554354568,-13229.0
t161,15966.598362346498,2.3202640039997336e-7,-6.641139690965275e-7,0.0,-0.0,-2.370732053986539e-9,-3.5052104224790722e-9,2368.7610719100717,-111.3594338185749,-18224.0,20380.576416057203,2.2418011388999845e-7,-6.418144377908341e-7,0.0,-0.0,-2.368996949604526e-9,-3.505128899845875e-9,5375.480215175916,-173.0566308096077,-25583.0,16366.548982022252,1.7204864692807306e-7,-0.00033009998533938223,0.0,-0.0,-2.38665520447447e-9,-3.504745854596019e-9,-5133.960672009074,-167.58798007915854,-11065.0,26768.955848543945,3.5861138093520594e-7,-3.1678547058334084e-7,0.0,-0.0,-2.366647598992495e-9,-3.5043046612181885e-9,1692.7587113238503,-44.71455990370797,-28417.0,27786.630215648893,1.8385060688558515e-7,-5.761508678750106e-5,0.0,-0.0,-2.387766186206201e-9,-3.5047796944391235e-9,-7789.039324918306,-213.59083329331267,-19784.0,9719.847772079049,2.120188368785254e-7,-5.198829142620993e-6,0.0,-0.0,-2.383084514446761e-9,-3.5046210294847935e-9,3485.999998517542,-95.84776560374647,-13110.0
t162,16116.266126963894,2.3728138127926478e-7,-4.834138394633328e-7,0.0,-0.0,-2.3661179347841936e-9,-3.505145633625047e-9,2135.0272109009543,-115.29333761280259,-18136.0,18642.1751108951,2.293153298070396e-7,-4.669506331670772e-7,0.0,-0.0,-2.3642049045467286e-9,-3.505045750931238e-9,7004.071892039564,-195.24700269114376,-25451.0,15486.664394590585,2.4555191119659097e-7,-4.296614056065753e-6,0.0,-0.0,-2.3844348898707496e-9,-3.5047296043730446e-9,-4458.31713552639,-167.34725500703922,-10861.0,27084.070132908833,2.071954371017235e-7,-6.95306166877546e-7,0.0,-0.0,-2.366602582979167e-9,-3.5043067888081025e-9,297.900895575369,-62.97102799015193,-27319.0,28080.27110533456,2.579160532640613e-7,-3.133179932748965e-6,0.0,-0.0,-2.3856295695716446e-9,-3.504777347762197e-9,-8119.284359418847,-219.98674303442303,-19741.0,9989.609640114892,2.1202771332235474e-7,-5.959068648782868e-6,0.0,-0.0,-2.383030384201148e-9,-3.504624975105435e-9,3140.60149642935,-89.21113079116402,-13041.0
t163,16123.560885797577,2.1283880738190254e-7,-3.972429087356494e-7,0.0,-0.0,-2.3574476311164957e-9,-3.5050060924349362e-9,1626.1625634154532,-119.72344902272808,-17630.0,20687.332070637236,2.0840948998511903e-7,-3.844380365221998e-7,0.0,-0.0,-2.3551795437863226e-9,-3.5050762977619455e-9,4219.804414529143,-166.1364849845047,-24741.0,11444.951258718022,2.5567401872454767e-7,-3.311920564770685e-7,0.0,-0.0,-2.358955513133945e-9,-3.5046480372840644e-9,-732.2438993745233,-40.70735926191439,-10672.0,24555.048887206758,2.2152945591970068e-7,-3.3461352599530853e-7,0.0,-0.0,-2.3521648751827012e-9,-3.5042954403387908e-9,2336.0341509242435,-59.08303801200623,-26832.0,26693.779013365256,2.630355023742609e-7,-3.423293806651125e-7,0.0,-0.0,-2.361192751633959e-9,-3.5046874589681096e-9,-6963.182681094729,-197.59633218522438,-19533.0,13467.091564350832,2.381799804707663e-7,-3.08039244767684e-7,0.0,-0.0,-2.3564972388101396e-9,-3.5045234260960177e-9,-486.57454839958683,-19.517015875378736,-12961.0
t164,15719.679894590092,718.2501498247433,-5.360211527720192e-9,0.0,-0.0,-2.173401818036271e-9,-3.504457769683397e-9,990.9522703967352,-31.88231480051403,-17397.0,21012.248774725616,429.2182008791652,-5.098734202410459e-9,0.0,-0.0,-2.1631199367011926e-9,-3.5046912151642454e-9,3080.2993032694753,-107.76627886354994,-24414.0,8022.663346646918,0.0003326733774184478,-7.794112203513959e-9,0.0,-0.0,-2.1758172600905596e-9,-3.504036884319282e-9,2613.3478563345006,-54.011535641181595,-10582.0,24934.35599714194,338.69058272732696,-7.285779010132679e-9,0.0,-0.0,-2.157302465952906e-9,-3.503627679974944e-9,736.2238087033818,-18.27038855968251,-25991.0,25561.978773398754,6.061634411356779e-5,-8.546029639733401e-9,0.0,-0.0,-2.186728979278188e-9,-3.5040621615466728e-9,-5690.453789979637,-163.52504402114477,-19708.0,14718.966998351363,1.727462169687306e-5,-8.923469094936677e-9,0.0,-0.0,-2.1867058482671895e-9,-3.503915562172121e-9,-1730.3694487244554,-36.59756688678797,-12952.0
t165,15884.700738629504,1.217051337885656e-6,-6.311605555349263e-8,0.0,-0.0,-2.307497592572547e-9,-3.5050196737964674e-9,1546.1618370557148,-35.86257683331286,-17395.0,21987.363494044967,7.265699443077923e-7,-5.86980056583754e-8,0.0,-0.0,-2.3041669455285463e-9,-3.505238654081331e-9,2512.677299987725,-90.04079469480568,-24410.0,8460.135925730046,4.87517735299116e-7,-6.440800871070776e-8,0.0,-0.0,-2.310924468724756e-9,-3.504498172654636e-9,1768.8515463099745,-33.98747245715314,-10195.0,24646.09672753742,4.6628269370198384e-7,-6.299606720234246e-8,0.0,-0.0,-2.3094956173399678e-9,-3.5041567005620463e-9,70.29770899150856,-6.394436926344249,-24710.0,23614.860183418798,5.206932490244909e-7,-6.531645273044807e-8,0.0,-0.0,-2.3130231768964006e-9,-3.504485068757479e-9,-3958.2046283833984,-123.65555548486303,-19533.0,14539.917857143797,2.3053242353290923e-7,-6.862424518530735e-8,0.0,-0.0,-2.315258192000126e-9,-3.5043689389075767e-9,-1939.783763961524,-38.134093338212836,-12562.0
t166,14507.865398932872,5.120220573002436e-8,-3.0223632655050016e-6,0.0,-0.0,-2.3575081020127574e-9,-3.505180404656262e-9,2071.174633001409,-48.040028957221736,-16531.0,22028.273296808336,5.108079259907581e-8,-1.6851974078500744e-6,0.0,-0.0,-2.3558488730236417e-9,-3.5055930334075574e-9,1197.4740016761214,-26.74729684452655,-23199.0,7995.295468142847,5.77814154615074e-8,-1.9587011055401886e-6,0.0,-0.0,-2.3581678386707334e-9,-3.5046895520144483e-9,1559.7548581220053,-30.050324357912938,-9525.0,24404.221282739934,5.6385603023204066e-8,-1.7644664760952405e-6,0.0,-0.0,-2.3587388463860373e-9,-3.5043683447944716e-9,-1197.4739847110543,-26.747296314876667,-23180.0,21152.650964806522,5.729740528833411e-8,-1.4575733710607604e-5,0.0,-0.0,-2.3604429220724563e-9,-3.5046744006375654e-9,-2598.400059875112,-58.25089040701399,-18496.0,13032.368913306685,5.8852092165413365e-8,-1.8576061402353812e-6,0.0,-0.0,-2.3604758653386368e-9,-3.5045577390452367e-9,-1032.5294482133688,-19.839463288548522,-11980.0
t167,14276.204251571084,1.4316033334513557e-7,-1.0293156283327073e-6,0.0,-0.0,-2.357589392201234e-9,-3.5051426179077226e-9,1026.6074803213512,-23.811731000377595,-15279.0,19244.56023036364,1.5269562610289518e-7,-5.706942014544687e-7,0.0,-0.0,-2.3558930028896346e-9,-3.5059145814740657e-9,2247.644120310535,-50.20435025036599,-21442.0,7521.666633471961,1.5612690343629743e-7,-6.65726045651586e-7,0.0,-0.0,-2.3582411974577815e-9,-3.504683625657109e-9,1546.0477740368206,-29.71440699316999,-9038.0,24013.848456360756,1.6249415015998582e-7,-5.989951733857665e-7,0.0,-0.0,-2.358832683580306e-9,-3.5043756413007447e-9,-2247.6441060989378,-50.204349819395624,-21716.0,18414.694709792602,1.3808956336388513e-7,-5.653813686454151e-6,0.0,-0.0,-2.36051595588229e-9,-3.504662733698638e-9,-1078.870781251833,-24.823923019095997,-17311.0,12895.48670308015,1.574638961933592e-7,-6.559694701071415e-7,0.0,-0.0,-2.360549418746083e-9,-3.5045624572858797e-9,-1493.7844873179363,-28.702215257704864,-11373.0
t168,14053.691750321395,2.694754942933543e-7,-2.520784183488317e-7,0.0,-0.0,-2.353881828709437e-9,-3.5051226301803944e-9,113.2137154713743,-1.9054658042569397,-14165.0,17079.318363252103,1.9070452235859815e-7,-3.661483109398085e-7,0.0,-0.0,-2.355946740193455e-9,-3.5058232985420024e-9,2868.180819046152,-68.49918211698456,-19879.0,7130.453369260438,2.8239165015169013e-7,-2.44426112941092e-7,0.0,-0.0,-2.3556088098872133e-9,-3.5046763346880704e-9,1516.4116423793262,-41.86501167171448,-8605.0,23582.988256035227,2.022237544425704e-7,-3.8543340552547875e-7,0.0,-0.0,-2.358872011206022e-9,-3.50438859716093e-9,-2981.394539378305,-66.59371646778206,-20535.0,15990.49021541717,4.891410587498126e-7,-1.9310947051758882e-7,0.0,-0.0,-2.3529776846094055e-9,-3.504641327429949e-9,329.8989922363713,-6.389207943623661,-16314.0,12873.7864333588,2.8010210183340606e-7,-2.482900264439424e-7,0.0,-0.0,-2.3580285068008866e-9,-3.50455342420852e-9,-1846.3106297549182,-35.47580362969532,-10992.0
t169,14397.344741250148,512.9927110150634,-4.50903380734635e-6,0.0,-0.0,6.14087939812617e-8,4.3108341158062207e-10,3265.024572614178,-71.36202043222332,-18104.0,23728.250655241467,363.29031091774675,-5.3915029808066805e-6,0.0,-0.0,6.041148390033255e-8,4.2595755797389697e-10,1736.2266839945403,-420.7676448231953,-25407.0,7819.73730126257,0.0001377062587004234,-4.200215972916006e-6,0.0,-0.0,6.142302493701593e-8,4.3078215796535287e-10,2887.5669157451234,-186.30435057546558,-10521.0,34490.799632113754,286.66773554999025,-5.622183311060489e-6,0.0,-0.0,6.018700736011113e-8,4.266237268829595e-10,-11073.226618098612,-254.24074400350082,-23450.0,13516.576588671558,2.085217812579176e-5,-3.346317501105883e-6,0.0,-0.0,6.169408910630624e-8,4.3239765443555953e-10,6141.611612737272,-169.1882189768055,-19489.0,15568.89040160528,4.382354799172673e-6,-2.484611757710318e-6,0.0,-0.0,6.116863899301045e-8,4.292062869912299e-10,-2957.203166992502,-85.68723657202636,-12526.0
t170,13947.072708865313,205.25741124587742,-4.602513271203185e-6,0.0,-0.0,6.13448388494385e-8,4.3082580486762797e-10,2877.0312478851124,-80.36136345569444,-16949.0,22314.589707878546,5.498431629292097e-6,-3.539730195423266e-5,0.0,-0.0,5.94867486937763e-8,4.224139494364603e-10,1895.7409471832566,-424.33062522363343,-23786.0,7347.95198726219,0.00017671675542126238,-3.901192448258169e-6,0.0,-0.0,6.136721594565001e-8,4.3046547982556683e-10,3084.2026614045735,-190.15482154408775,-10242.0,34115.54466889723,5.726963560304973e-6,-3.704527586218847e-5,0.0,-0.0,5.930948190728271e-8,4.2296853998011437e-10,-11232.740913380192,-257.803724258409,-22625.0,12384.74677773986,2.2944170432582827e-5,-3.0979125941007137e-6,0.0,-0.0,6.163382053535221e-8,4.3205715142002843e-10,6531.477021138917,-178.22381878704914,-18738.0,15537.21241302616,4.2716443598656935e-6,-2.435136866872144e-6,0.0,-0.0,6.111689593312403e-8,4.2897139275484056e-10,-3155.7109642316686,-89.50145069244914,-12292.0
t171,13198.031965657863,8.275228379722678e-6,-6.51374572345924e-6,0.0,-0.0,6.057638136448334e-8,4.2777372741411753e-10,3175.4086568384246,-73.44062431881298,-16300.0,22337.015263797297,8.325789880338761e-6,-1.577956725680256e-5,0.0,-0.0,5.946185412133233e-8,4.222938614778845e-10,939.9667836855823,-402.9820400890669,-22874.0,7375.635029455269,9.086628776140401e-6,-5.810856754430122e-6,0.0,-0.0,6.059377809343511e-8,4.274013338297153e-10,2829.4132882113017,-197.04832100329727,-10008.0,32497.42187459045,8.694846776191522e-6,-1.6446340522077412e-5,0.0,-0.0,5.92897350876652e-8,4.2277954830043896e-10,-10276.966727691331,-236.45513920735317,-21984.0,11958.557745114029,7.289160862168547e-6,-4.552039615211307e-6,0.0,-0.0,6.082478872365119e-8,4.2888156600765613e-10,6538.663232561225,-177.22098047356442,-18320.0,15377.962282512779,3.2241312037874175e-6,-3.039875031205365e-6,0.0,-0.0,6.037845605820127e-8,4.2606178612286414e-10,-3206.485233605202,-90.47704915252996,-12081.0
t172,12334.847988497779,4.954896187859334e-6,-2.031463771374707e-5,0.0,-0.0,5.965359494479832e-8,4.240381254489028e-10,3520.586393150758,-65.43436634895356,-15790.0,22290.941669573804,1.2543589043596297e-5,-1.0317311886206853e-5,0.0,-0.0,5.9451901374599785e-8,4.2219919484198207e-10,217.683367953184,-369.62503981333,-22139.0,7442.684322928981,4.854618660437087e-6,-1.7590664317725266e-5,0.0,-0.0,5.966146583058174e-8,4.2365053788749337e-10,2660.0655170867244,-188.74982733962585,-9914.0,30879.763527762898,1.307966966223533e-5,-1.076459748753522e-5,0.0,-0.0,5.92828537977331e-8,4.2266760361407634e-10,-9211.115700001486,-212.64783013615377,-21456.0,12165.012099975844,4.021522703848525e-6,-1.066275128076226e-5,0.0,-0.0,5.984894982432977e-8,4.249596290702943e-10,6139.150314048823,-168.1624074436751,-18136.0,15277.150452067252,2.4919680162401542e-6,-4.342383110621385e-6,0.0,-0.0,5.9488165175083404e-8,4.2248784473072275e-10,-3326.3698922380045,-92.78055803864038,-11858.0
t173,12135.309698142424,1.1638603833557633e-5,-7.996985207382218e-6,0.0,-0.0,5.963347549180106e-8,4.2387600404119285e-10,2790.0687160198886,-82.37841786401937,-14843.0,21747.27390682902,2.6826162665318088e-5,-6.97220155872707e-6,0.0,-0.0,5.944336457481071e-8,4.221522900551439e-10,-662.2469252257597,-321.02700151714816,-20764.0,7469.855349776606,1.0759658627923301e-5,-7.394064445223353e-6,0.0,-0.0,5.965294136952405e-8,4.235698324558117e-10,2580.346783814857,-152.20213701700047,-9898.0,28965.93792417885,2.7787202822211856e-5,-7.298893979494655e-6,0.0,-0.0,5.9278161440055604e-8,4.2255187453768434e-10,-7753.840444249069,-180.0975004777706,-21032.0,12237.51729232532,7.2935083055725245e-6,-5.6825609219097155e-6,0.0,-0.0,5.983869666783142e-8,4.248226799368985e-10,6090.498869006993,-170.01616300349772,-18158.0,14934.19787155018,3.2900751663206257e-6,-3.3315649823022025e-6,0.0,-0.0,5.948541582651468e-8,4.2246231473689213e-10,-3044.8269993669087,-87.3708722015812,-11802.0
t174,12021.667098648666,1.1887265247575547e-5,-7.734719596244362e-6,0.0,-0.0,5.9235519124028405e-8,4.221906517948648e-10,1611.0579752288472,-109.72507808970683,-13523.0,20693.254569795612,1.63716187609165e-5,-7.737074826105575e-6,0.0,-0.0,5.906849658155369e-8,4.20597181498202e-10,-1288.6937409241557,-310.5608375655926,-19094.0,7507.782536790582,1.1202372683074223e-5,-7.01932733964061e-6,0.0,-0.0,5.925903790362697e-8,4.216000521177808e-10,2551.1812041596154,-125.96374519271802,-9933.0,27917.412269109,1.671658751434082e-5,-8.270598130107818e-6,0.0,-0.0,5.892113945551768e-8,4.201667411362722e-10,-7197.736162535174,-167.6761150790057,-20552.0,11861.856267228803,7.731061608716393e-6,-5.454612908348853e-6,0.0,-0.0,5.942861606378481e-8,4.2306631117826824e-10,6588.313721577759,-184.16999114604116,-18266.0,13857.49308776307,3.4005504688256373e-6,-3.28841317621122e-6,0.0,-0.0,5.910593563811636e-8,4.203757397816886e-10,-2264.1229975068927,-72.3700904277767,-11521.0
t175,10040.476648843789,9.587804778111876e-6,-9.135953285216529e-6,0.0,-0.0,5.860404753133686e-8,4.194891064136646e-10,2039.8555505222405,-34.33219987692658,-12046.0,20354.26748813871,1.1333741199281103e-5,-9.226717122167707e-6,0.0,-0.0,5.851846347997002e-8,4.183888482502229e-10,-3103.2308082142813,-73.03668209050134,-17178.0,10003.445859386318,9.10177072092501e-6,-7.959541189776459e-6,0.0,-0.0,5.860285209180989e-8,4.187110189048831e-10,307.76651296053313,-80.21237354788904,-10231.0,21867.848589105877,1.285228226421708e-5,-8.965562039132602e-6,0.0,-0.0,5.844674261251127e-8,4.176073789038065e-10,-633.8694825506543,-18.97911050069627,-21215.0,16139.69561039794,6.567752144992375e-6,-6.409494829574842e-6,0.0,-0.0,5.8739697507069234e-8,4.1984490801388545e-10,2812.8920564290474,-72.58766704429163,-18880.0,12929.76391603596,3.1478433774042e-6,-3.697790832007747e-6,0.0,-0.0,5.8486977042940536e-8,4.1784741534600156e-10,-1423.4138291468855,-27.350086397894852,-11479.0
t176,11400.431507145464,5.876520546312014e-6,-0.00016886246668287497,0.0,-0.0,5.772326159758153e-8,4.158457455462027e-10,264.7936146732496,-5.224958890989947,-11660.0,12084.893538491851,6.066046708764777e-6,-77.89212387942482,0.0,-0.0,5.7675685903490197e-8,4.1494407997102913e-10,4821.140152010614,-114.14157274723294,-16714.0,13649.316322340916,5.0782115486831125e-6,-0.00016063162004891868,0.0,-0.0,5.760681332159619e-8,4.146338052561449e-10,-2763.487055083591,-53.82911176174582,-10832.0,28425.142957274184,6.202705678353031e-6,-61.46367180112025,0.0,-0.0,5.760095979916825e-8,4.140767875234826e-10,-5273.339187619244,-118.34010411445138,-22972.0,18952.604799266082,3.7474985445487273e-6,-2.7391940490066355e-5,0.0,-0.0,5.770200731171518e-8,4.1554061340109756e-10,1311.801099357484,-25.405875037141534,-20239.0,10388.852630870271,2.4833122080369626e-6,-5.4520615308202e-6,0.0,-0.0,5.766743488455166e-8,4.1445133681202547e-10,1639.0913766614872,-32.944004620977566,-11995.0
t177,13330.375418010035,7.104026777659135e-6,-718.2500786818907,0.0,-0.0,5.754601139043223e-8,4.151973430460733e-10,-260.09260266835594,-6.0327438218110245,-12346.0,12774.744213232963,7.67939602393426e-6,-429.218121243422,0.0,-0.0,5.756585447286068e-8,4.145244101135575e-10,5460.440671563355,-121.96677129031757,-17684.0,14756.084387503453,8.993641568292268e-6,-0.00017437784064927225,0.0,-0.0,5.7565673973409415e-8,4.145916300319347e-10,-3185.6719052390176,-61.412316938042814,-11509.0,31932.205888466357,8.028320879341591e-6,-338.6904990443028,0.0,-0.0,5.749724948503407e-8,4.1367046449170794e-10,-6124.440742769102,-138.0746547391231,-25331.0,20303.626897470574,5.501298416653181e-6,-2.1945184494789408e-5,0.0,-0.0,5.766108982937854e-8,4.154753175897281e-10,1578.9483579298915,-31.57523901594933,-21851.0,10049.16147619536,2.8593763056812733e-6,-4.983979462895628e-6,0.0,-0.0,5.762439107797899e-8,4.143256462577955e-10,2530.8162211832287,-51.9776953119859,-12528.0
t178,13923.942175740169,1.122868618646143e-5,-130.3439770611527,0.0,-0.0,5.767401391278795e-8,4.1576123784005333e-10,-276.9371592002145,-4.661050765626771,-13512.0,13297.619610688094,1.2190127397195107e-5,-0.0001064184371188421,0.0,-0.0,5.7748345865438096e-8,4.153258489494297e-10,6181.938189607373,-136.55770612535872,-19343.0,16513.07504999589,1.0934458944659234e-5,-6.28963428063497e-5,0.0,-0.0,5.7677337991193626e-8,4.1520562980708817e-10,-4162.727655017881,-80.34734307408925,-12270.0,34008.33325848275,1.2707782013153083e-5,-0.00011023110203223903,0.0,-0.0,5.76717098448785e-8,4.145236571679997e-10,-6138.765639016186,-137.5675220013137,-27732.0,20825.999730179752,6.276350181370381e-6,-1.8581141288196404e-5,0.0,-0.0,5.7780065985880755e-8,4.160716903537618e-10,2376.0169977025585,-46.01671563640748,-23156.0,11160.52622596765,2.9417346050960576e-6,-4.935133947349796e-6,0.0,-0.0,5.7737896712452915e-8,4.148573291151796e-10,2020.47526592435,-40.00148995661516,-13141.0
t179,15967.570021679252,2.6046436903355404e-5,-1.366593061614003e-5,0.0,-0.0,5.837765152062727e-8,4.1874713425601363e-10,-889.9285109801784,-20.641523138455295,-15057.0,16695.595843778166,2.9925890939175492e-5,-1.2949340755593826e-5,0.0,-0.0,5.838033130047081e-8,4.1797264517462677e-10,4959.174409466228,-110.77027027977158,-21544.0,17147.65713086579,3.015723424545048e-5,-1.064921878926828e-5,0.0,-0.0,5.8401895450969995e-8,4.183404557416978e-10,-4152.523621707738,-80.13352872474172,-12915.0,35611.053022672124,3.337194937352898e-5,-1.317961558747569e-5,0.0,-0.0,5.827341579209895e-8,4.172221716697849e-10,-5623.174877729279,-126.87816519383094,-29861.0,21016.80492893979,1.2689860577227028e-5,-7.033661071259331e-6,0.0,-0.0,5.853718293960173e-8,4.193476872916664e-10,3149.600016579271,-64.40495123413753,-24102.0,11111.625383828557,3.979679300742793e-6,-3.4175368640598516e-6,0.0,-0.0,5.8491261856091255e-8,4.180571740537186e-10,2556.8525843716966,-52.47796882116736,-13616.0
t180,16657.619666530572,1.56300352860159e-5,-1.831280489453494e-5,0.0,-0.0,5.846046108724358e-8,4.190847416418828e-10,31.917534551276937,-0.537198458045243,-16689.0,19793.833943641766,1.4419628008823583e-5,-2.131509977166029e-5,0.0,-0.0,5.8389702586951414e-8,4.179557084816877e-10,4182.846045102077,-94.67998190720887,-23882.0,17513.021565434832,1.641879968578157e-5,-1.4171347855838352e-5,0.0,-0.0,5.841184729750429e-8,4.1840094437234605e-10,-3915.23700702928,-75.78456071171303,-13522.0,36714.0148036359,1.62594181184372e-5,-2.0273393314132806e-5,0.0,-0.0,5.8281199781292025e-8,4.174533226252342e-10,-4878.76411433109,-110.25068534953145,-31725.0,21295.511823845944,9.089605918013516e-6,-8.697037837307621e-6,0.0,-0.0,5.854907714984633e-8,4.194753287003527e-10,3636.9251042958776,-70.43692859380103,-24862.0,13105.143065447122,3.4785064511709618e-6,-3.785304863807461e-6,0.0,-0.0,5.849962279717295e-8,4.181333175216033e-10,942.3124374111383,-21.45550261021489,-14026.0
t181,17180.849987920392,1.6046943320852057e-5,-1.5827943074942974e-5,0.0,-0.0,5.864676021026113e-8,4.1986299276952324e-10,1276.9077343920126,-22.75772259052496,-18435.0,23334.791012416765,1.5152873170189439e-5,-1.7656309723770606e-5,0.0,-0.0,5.8569515957782904e-8,4.186473070601822e-10,3175.160772076112,-113.95178204859705,-26396.0,17840.790080311224,1.1916046797212151e-5,-1.9585997160808944e-5,0.0,-0.0,5.841957694789103e-8,4.184775935124455e-10,-3655.577204442761,-71.21286825725282,-14114.0,37810.24735108955,1.9618162147056182e-5,-1.5426653855758363e-5,0.0,-0.0,5.844986653410839e-8,4.1839299242200765e-10,-4273.786216852028,-95.46113848789143,-33441.0,22940.109141736044,7.596007024738745e-6,-1.0298017145681905e-5,0.0,-0.0,5.855780949717291e-8,4.1959354783117554e-10,2822.894141583523,-58.00328067646379,-25705.0,13810.173166251994,3.2513928398589497e-6,-4.025922248333859e-6,0.0,-0.0,5.8505271234019444e-8,4.182188133775166e-10,654.4007732431418,-12.57393877937071,-14452.0
t182,18199.390319178132,1.2219707934074832e-5,-2.006575724900228e-5,0.0,-0.0,5.8731793585510495e-8,4.2019638088997604e-10,2251.975218571569,-52.365529962836035,-20399.0,22672.59932937917,1.1888952204312109e-5,-2.229657195402454e-5,0.0,-0.0,5.8668682768495204e-8,4.1899392524835253e-10,6707.689913144355,-153.2892321753355,-29227.0,18665.690143465337,1.068890447601324e-5,-2.181526356682455e-5,0.0,-0.0,5.849010343929622e-8,4.188015988148038e-10,-3988.675386597265,-83.01474580046772,-14594.0,40942.94652160658,1.8048321140378444e-5,-1.5522994471192754e-5,0.0,-0.0,5.8539090607710896e-8,4.1895740356016743e-10,-6073.290872295029,-135.6556518957643,-34734.0,25957.907564057074,7.105619017431075e-6,-1.0883390680587047e-5,0.0,-0.0,5.862981033330156e-8,4.1997224440136853e-10,471.82211143186856,-100.72967177018089,-26329.0,14285.635280958568,3.1558993241129533e-6,-4.133555460479179e-6,0.0,-0.0,5.858115236324451e-8,4.1857813906160816e-10,630.4790157445019,-12.114295784267016,-14904.0
