Time_Index,NGCC_bf,NGCC_gf,NGCT_bf,NGCT_gf,NGST,Coal,Nuclear,Biomass,SolarPV,Wind,Hydro,PHS,Li-ion,Retro_NGCC_CCS,Retro_NGCC_H2,Retro_Coal_TES,Retro_Coal_SMR
547,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.897138119,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
548,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.838570476,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
549,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.480244309,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
550,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.518510818,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
551,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.486346543,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
552,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.274110436,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
553,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.547789931,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
554,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.679472685,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
555,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.747718453,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
556,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.532708764,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
557,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.568740249,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
558,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.549278736,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
559,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.723229289,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
560,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.156,0.705791473,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
561,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.404,0.569525242,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
562,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5895,0.175952345,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
563,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7352,0.284842223,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
564,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7585,0.101318583,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
565,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7574,0.196623757,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
566,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7564,0.118069202,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
567,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7218,0.188421324,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
568,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5695,0.181799471,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
569,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3748,0.317113698,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
570,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1256,0.135397196,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.144245803,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
572,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.087577671,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
573,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.202469319,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
574,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.278304875,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.624244094,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
576,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.918835163,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
577,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.94856751,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
578,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.934975207,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.97524792,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
580,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.96642673,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
581,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.963813782,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
582,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.944373429,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
583,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.91674161,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
584,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1417,0.834882379,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
585,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3746,0.58661896,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
586,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.555,0.585132957,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
587,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6888,0.530517459,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
588,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7151,0.609107256,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
589,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7191,0.556304812,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
590,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7169,0.486321926,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
591,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6913,0.404119909,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
592,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5456,0.507928252,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
593,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3435,0.855567575,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
594,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1074,0.983338356,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
595,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.998446941,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
596,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.992532372,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
597,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.992939353,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
598,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.965874612,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
599,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.955912352,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
600,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.961937785,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
601,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.988761902,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
602,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.983430028,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
603,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.983687401,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
604,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.997982144,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
605,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.957200408,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
606,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.996421933,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
607,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.976744413,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
608,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1197,0.942560673,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
609,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3088,0.949058533,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
610,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5262,0.776726484,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
611,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6962,0.864267349,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
612,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7041,0.917542815,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
613,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7214,0.983554602,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
614,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7182,0.999419689,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
615,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6799,0.997239232,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
616,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5003,0.997568965,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
617,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2563,0.941794991,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
618,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0573,0.950984478,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
619,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.910257459,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
620,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.845524073,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
621,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.86391592,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
622,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
623,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
624,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.998120904,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
626,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
627,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.999202371,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
628,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.985997796,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
629,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.986570239,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
630,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.99462688,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
631,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.999671578,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
632,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.068,0.978577971,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
633,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2112,0.963413239,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
634,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3565,0.68496263,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
635,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6662,0.751469493,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
636,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5108,0.425972492,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
637,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5606,0.188473776,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
638,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6121,0.253353417,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
639,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5991,0.268536866,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
640,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4829,0.294240713,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
641,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3458,0.238668174,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
642,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1261,0.107579365,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
643,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.237058505,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
644,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.332250804,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.382499933,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
646,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.421441436,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
647,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.429938078,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
648,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.395666093,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
649,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.307584405,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
650,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.43921259,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
651,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.577263117,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
652,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.540543437,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
653,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.621538699,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
654,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.657381713,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
655,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.640922844,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
656,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1557,0.417045146,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
657,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3873,0.519505322,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
658,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5217,0.522029042,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
659,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5533,0.247237921,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
660,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5509,0.28021279,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
661,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5609,0.135189652,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
662,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5476,0.102831662,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
663,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5405,0.117821351,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
664,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4664,0.122229487,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
665,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3215,0.089682721,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1216,0.019763594,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.015486049,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
668,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.015917618,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
669,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.026721083,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
670,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.038421605,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
671,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.036548685,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
672,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.043467056,0.475483639,1.0,1.0,1.0,1.0,1.0,1.0
673,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.311800033,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
674,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.41456452,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
675,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.421095014,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
676,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.463049382,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
677,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.531157374,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
678,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.381424755,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
679,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0464,0.209267646,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
680,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.209,0.256484091,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
681,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3667,0.417783439,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
682,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4803,0.508848846,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
683,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4824,0.627267718,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
684,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.45,0.683698893,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
685,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4528,0.789159894,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
686,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4866,0.495068371,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
687,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5044,0.444091022,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
688,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4501,0.211618423,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
689,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3317,0.111923814,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
690,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1451,0.030324135,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
691,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0059,0.11585936,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
692,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.172033712,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
693,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.251844943,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
694,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.622296929,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
695,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.889512539,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
696,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.937875926,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
697,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.976378679,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
698,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.984107256,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
699,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.99087131,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
700,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.994603217,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
701,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.998851299,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
702,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.971774817,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
703,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0445,0.976561904,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
704,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2149,0.987968087,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
705,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3872,0.9882195,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
706,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5191,0.998106122,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
707,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6164,0.999568939,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
708,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6094,1.0,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
709,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6213,1.0,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
710,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5855,1.0,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
711,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5484,1.0,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
712,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4324,0.999595284,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
713,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2942,0.99711287,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1239,0.978482008,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
715,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0042,0.962880611,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
716,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.863191187,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
717,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.776013196,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
718,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.648169994,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
719,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.797179341,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.852513611,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
721,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.849295974,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
722,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.894008577,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
723,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.865724504,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
724,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.631549954,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
725,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.685942769,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
726,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.626031876,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0596,0.655419469,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
728,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2421,0.373634547,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
729,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4408,0.767348826,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
730,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5842,0.818964839,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
731,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6896,0.899868667,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
732,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6858,0.827887177,0.306838256,1.0,1.0,1.0,1.0,1.0,1.0
